scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
0.042339132257388404,0.4475146559522551,-2.51576416779401,1.01363275209242,0.698465805845215,-1.49925614216319,-2.22979783359854,-0.273835009958883,-1.46297662008642,1.21324017720057,0.281698125757311,0.953200595244647,-1.79335445227248,-0.33037126377207,-0.0368552967731355,-0.209945884970108,0.424328273679013,-0.459987850651928,-0.193969203726993,1.94052306210858,-1.45189624354927,-0.380845811611972,-0.123939384247855,0.193093708941271,0.0458201548786789,-0.0416286041388077,-0.588031598934221,0.557284305593472,-0.206536796641402,0.0286371079275749,0
13.613777684622372,0.7378963568650948,-1.61187733763361,-0.408409922870926,-3.8297616763406,6.24946176104187,-3.3609216090486,1.14796358238383,1.8584248531717,0.474858318489524,-3.8383988155266,-1.44537495699985,2.11390001406861,-3.25970246526323,-0.315347339360454,-1.80810297319338,-0.741877295217489,-2.98692008764678,-4.81586301103402,-1.27165458831756,1.70168502365985,2.42567742975765,1.24558218578459,0.616382702131439,2.2514388799998,-0.0660963924813517,0.538710327489417,0.541325493308062,-0.136243382191672,-0.0098522563228139,1
-0.21770418500663732,-0.4852148169033941,1.23916745795214,0.0300480701107522,0.618177334650044,0.329911483068703,-0.331130537219664,0.0769144463780675,-0.420676185888352,0.101075052651456,0.0925236353938366,0.0699399954156568,0.738864734843449,0.936620865408013,0.795173842324074,0.0916371077536404,0.609116293608586,0.98551332866676,-1.12585074476087,0.565306621504527,0.272584434354874,-0.0128089415921492,-0.0823802537072422,-0.238113328959556,-0.029484796050765,-0.47493345725502,0.259284767665969,0.245713441405926,-0.0076711480246409,0.009164429016064,0
-0.2934395304967512,-0.7788272888544273,-14.4744374924863,6.50318451651946,-17.7126323688621,11.2703523334822,-4.15014206409808,-3.3720982088695,-16.5358068114174,-1.4439469925952,-6.81527289964437,-13.6705451263516,10.5452629545898,-15.0226996343749,0.171633085144947,-15.0663743633461,-0.259575939555838,-8.6687392723375,-12.8041408991277,-5.11662049533788,0.579200358016368,1.10124987016838,-2.47596222945688,0.342390706034285,-3.56450803816097,-0.81814019000188,0.153407682695978,0.755079460824454,2.70656616161759,-0.992916047059418,1
-0.2893872703137009,-0.006508535109669991,1.19471331948361,0.285593741948015,0.172347448085381,0.445008383127366,0.0798444699121075,-0.0779470584515963,-0.0666378371117197,0.0737226455461839,-0.286556220046882,-0.172393014609627,1.64795480030053,1.17510340277467,0.695535532571703,-0.18522314740645,0.612704524625002,0.454036975138087,-0.126657350120982,-0.20900650616492,-0.146731381733708,-0.0586914371948565,-0.224247116138716,-0.621005601095961,0.100041088636643,-0.334259316680145,0.174677922224387,0.125351212323464,-0.0073673896930439,0.0149243082343686,0
0.10745476140571511,0.428705694380808,-0.610618031408372,-0.783770098930302,0.587712169930367,-1.10756141586542,0.859543825364818,-0.442147245063763,-0.0128775671209539,0.0790910108310932,-0.470297907275639,-0.158535625492479,-2.01221373962956,0.100932119124858,-0.0265985839216449,-0.552376046076246,-2.56130800021781,-2.11999441110383,0.193475633570749,0.344641513133142,-0.903132076546615,-0.418438352244019,-0.533360752194064,-1.0506047574302,0.341048205424189,0.565624964947207,-0.82409051557556,-0.157279833214663,0.167392306314611,0.23866824224419,0
-0.29679312513099976,0.6723880684688495,0.120301417641484,1.974141135114,-0.434086817238467,5.39079309979716,1.2896837293754,0.28059002412422,0.22196254547878,0.0678267548690214,-1.38705405307029,-0.0451253297662453,0.195839103876469,-0.629085830718882,0.681222338433862,-4.71552123988097,-0.2878762909762,0.497433587465913,3.87161756353604,1.49239403735728,0.506039978517755,0.20569123217309,-0.0386896154666322,0.204553809417386,-0.167312970794265,0.791547134443901,-0.223675472406085,0.473223170815404,-0.160201937224867,0.0650394520642459,1
-0.1418291064067631,-0.7248087970958306,1.25366980571411,-0.337082027007088,0.873824113639582,-0.589460882680561,-1.04125839863447,-0.587231089306766,-0.711851148271578,-0.049011392162256,3.24854445592628,-1.43188488021365,0.0541295051480182,-2.30132188066666,0.878720735515251,1.42299635030562,0.648450478524862,-0.328729858714623,0.502017857739217,0.676832471260233,0.490023741532239,-0.185567735308321,-0.188918347541543,-0.108114303941873,-0.0684579749796558,-0.0327366719159662,0.494484026215466,-0.701419881849898,0.0592633743905502,0.0254415330750862,0
-0.28240061482568296,0.7401637707209906,-0.754531296667273,1.11869250476676,-1.18471146796633,0.0168738670624535,0.098899411786195,-0.686498468556466,-0.0171413146789756,0.494940258965327,0.0517862188341165,-0.421326438925978,0.427727962784103,0.23570308941489,-0.648021645508548,-0.590332910685384,-0.484683657279261,0.753847934296473,0.431712849351854,1.01122342465228,0.342428676623894,-0.391550101962482,0.105342742158762,0.141292400293021,0.158355040781302,-0.511009882588117,-0.688302276086044,0.143638103276513,-0.939462186879273,-0.332554433474722,0
-0.20638580311604834,0.03766491617617688,2.06275379643315,-0.0166468229660362,-1.11679850825385,0.378874151946604,-0.0099347371358009,-1.10960819678921,0.240072008142831,-0.369939980474839,0.436514510869224,0.0487763060213618,-0.744044098887885,0.792288957734225,0.846977935992643,0.117321240131679,-0.0314798350938179,-0.0969268385252288,-0.384747526128393,-0.913159190354516,0.194887134589328,-0.160116012580652,-0.286980177486323,-0.667202412565283,0.308112919546847,-0.0893904948334967,-0.255107407317276,0.20197047413516,-0.0670103866935957,-0.0588628072938269,0
